transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,fraud_type
595,665028,2062,7746.336,01-01-2024 03:14,0,MasterCard,Pune,POS,49,phishing
648,863522,2019,,11/24/2023 03:48,1,Visa,Pune,Digital,56,scam
137,625482,2017,9664.424,10-05-2023 15:38,0,Rupay,Delhi,Digital,51,Malware
1048,448756,2007,8341.8885,10/18/2023 01:07,1,Visa,Chennai,Digital,46,Payment card fraud
252,177561,2036,10535.019,09-09-2023 04:42,1,Rupay,Delhi,Digital,40,
132,253438,2092,2337.148,02/23/2024 11:13,0,Visa,Hyderabad,Digital,61,Payment card fraud
312,892261,2035,,,0,Rupay,Hyderabad,,60,phishing
497,616807,2097,5675.04,11-09-2023 16:21,0,Rupay,Mumbai,,20,phishing
875,753250,2007,6850.98,02-05-2024 01:33,0,Rupay,Ahmedabad,Digital,41,Malware
965,703959,,,09-09-2023 11:01,0,MasterCard,Delhi,Digital,,Payment card fraud
1009,767632,2077,7386.432,02-10-2024 20:13,0,MasterCard,Jaipur,Digital,45,Identity theft
16,441188,2010,10468.106,02/14/2024 06:29,0,MasterCard,Jaipur,,56,Identity theft
991,789120,2075,2823.66,01-11-2024 13:07,0,MasterCard,Jaipur,POS,62,
1131,940740,2034,4482.375,03-03-2024 02:52,1,MasterCard,Chennai,POS,41,phishing
122,791029,2086,6116.363,09-07-2023 10:01,0,Rupay,Pune,POS,56,phishing
539,218010,2008,9662.851,02/29/2024 18:01,0,MasterCard,Surat,Digital,29,
238,344115,2080,13389.36,,1,Rupay,Delhi,Digital,46,Malware
472,699070,,5429.892,01-01-2024 12:53,1,MasterCard,Chennai,POS,69,Malware
,447316,2028,8596.214,12-03-2023 22:53,0,Visa,Pune,Digital,56,Payment card fraud
501,255660,2002,3527.59,03-01-2024 22:53,0,Rupay,Mumbai,Digital,68,phishing
,355801,2016,9076.59,01-11-2024 11:32,0,Rupay,Surat,Digital,,phishing
216,836425,2066,5913.974,10-09-2023 06:19,0,Visa,Chennai,Digital,46,
475,483215,2042,7351.995,01-08-2024 05:58,1,MasterCard,Kolkata,Digital,61,phishing
975,146860,2030,10723.5,10/19/2023 19:01,0,MasterCard,Surat,Digital,24,scam
344,644971,2060,3010.61,03/14/2024 20:45,0,Rupay,,,49,scam
952,360621,2037,5831.88,12/18/2023 10:37,1,Rupay,Kolkata,Digital,58,
793,661325,2040,,12-05-2023 23:06,1,Rupay,,Digital,52,scam
1098,772309,2076,93.41,,0,Rupay,Hyderabad,Digital,60,scam
1199,119732,2003,14370.015,01/27/2024 23:25,0,MasterCard,Chennai,POS,24,Malware
405,899383,2097,,10-05-2023 16:06,1,Rupay,Ahmedabad,Digital,19,Identity theft
323,768567,2072,,03/26/2024 02:43,0,Visa,Surat,Digital,67,phishing
13,787150,2026,,11-11-2023 07:38,1,Visa,Surat,POS,42,scam
410,311229,2089,,02-02-2024 13:39,,MasterCard,Surat,Digital,35,Malware
98,159139,2032,7999.044,09/27/2023 18:03,0,MasterCard,Ahmedabad,Digital,46,Identity theft
140,408619,2046,8701.88,12-02-2023 07:11,0,MasterCard,Pune,POS,27,Identity theft
793,661325,2040,,12-05-2023 23:06,1,Rupay,,Digital,52,scam
244,237102,2072,4263.5505,11-03-2023 23:06,1,Rupay,,Digital,58,Identity theft
1079,281176,2079,7422,10/19/2023 12:34,1,Rupay,Pune,Digital,67,phishing
876,,2092,6898.33,03/20/2024 22:21,,Rupay,Kolkata,Digital,35,Identity theft
874,795144,2044,,01-11-2024 05:53,1,Visa,Ahmedabad,Digital,,Payment card fraud
888,653317,2095,11361.495,09-10-2023 04:27,0,Rupay,Pune,Digital,40,Identity theft
992,592245,2000,,12/23/2023 01:34,0,MasterCard,,Digital,44,
743,973375,2007,,01/20/2024 06:51,,Rupay,Kolkata,POS,26,Malware
848,,2083,9170.52,10/25/2023 06:34,1,Visa,Mumbai,POS,30,Identity theft
1002,388176,2043,7417.74,01-11-2024 09:04,0,Visa,Ahmedabad,Digital,52,Malware
800,636145,2016,1783.725,,0,Visa,Mumbai,,62,Malware
495,187994,2053,7214.944,03/15/2024 11:23,0,MasterCard,Pune,Digital,43,Identity theft
825,354611,2037,1757.112,09/20/2023 21:19,0,Visa,Delhi,Digital,29,Malware
755,179453,2059,3001.755,11-05-2023 01:54,,MasterCard,Chennai,Digital,62,Payment card fraud
34,315537,2075,9386.1,02/25/2024 00:47,0,MasterCard,Jaipur,POS,54,Payment card fraud
989,928096,2007,5428.83,12/26/2023 05:02,1,Rupay,Bangalore,Digital,65,Identity theft
492,726087,2019,12080.7555,09/16/2023 01:43,0,Rupay,Surat,Digital,43,scam
405,899383,2097,,10-05-2023 16:06,1,Rupay,Ahmedabad,Digital,19,Identity theft
911,948036,,4587.33,01/20/2024 01:07,0,Rupay,,Digital,57,scam
594,158959,2099,15885.324,11/28/2023 23:18,0,Visa,Chennai,Digital,43,Identity theft
80,391236,2037,,03/19/2024 23:10,1,MasterCard,Pune,Digital,64,Payment card fraud
176,622438,2050,1562.65,09-04-2023 11:03,0,MasterCard,Mumbai,Digital,19,phishing
427,587969,2041,6812.1075,10-08-2023 02:26,0,Rupay,Chennai,Digital,,Payment card fraud
951,285805,2068,9810.82,12-10-2023 07:08,0,,Surat,Digital,,scam
1104,199116,2018,10461.209,09/23/2023 19:32,1,Rupay,Pune,POS,20,Payment card fraud
977,172127,2009,10608.564,11-06-2023 21:36,0,Visa,Bangalore,,24,phishing
699,413094,,8530.03,11-04-2023 13:28,1,MasterCard,Jaipur,Digital,30,Payment card fraud
970,124188,2055,2044.72,02/20/2024 21:01,1,Rupay,Ahmedabad,Digital,62,scam
596,796756,2026,1997.064,12/16/2023 19:34,1,MasterCard,Delhi,Digital,,Malware
723,625937,2037,5199.3,02-02-2024 10:58,0,Visa,Bangalore,Digital,49,scam
719,,2068,9961.68,02/13/2024 14:55,0,MasterCard,Mumbai,Digital,,Identity theft
967,189785,2064,12634.1325,12/31/2023 00:24,,Rupay,Chennai,POS,18,Payment card fraud
117,277887,2070,5059.1145,12-08-2023 04:42,0,MasterCard,Ahmedabad,POS,18,Payment card fraud
28,207435,2061,7816.23,02/19/2024 22:21,0,MasterCard,,Digital,37,phishing
950,319698,2036,7678.473,10-01-2023 05:03,1,Rupay,Surat,Digital,34,Identity theft
582,,2039,4874.342,11/13/2023 11:48,0,MasterCard,Bangalore,POS,46,Payment card fraud
280,556350,2044,867.61,10/15/2023 16:42,1,Visa,,POS,64,Malware
431,978640,2012,6488.141,09-10-2023 12:07,1,Visa,Jaipur,Digital,,phishing
296,516408,2020,17641.26,04-01-2024 03:05,0,,Mumbai,Digital,53,scam
1091,518310,2072,17356.644,02-04-2024 03:52,0,MasterCard,Kolkata,POS,38,scam
334,629068,2002,2041.05,01-05-2024 03:59,0,,Chennai,Digital,65,Identity theft
619,571096,2038,8268.48,01/21/2024 21:31,0,Rupay,Bangalore,POS,30,scam
155,751731,2073,,09/28/2023 05:15,1,Visa,,POS,38,Identity theft
402,654973,2098,4922.496,02-11-2024 02:12,0,MasterCard,Surat,POS,64,Malware
770,425146,2059,,02/26/2024 22:10,1,Visa,Chennai,POS,38,
1198,175115,2076,625.55,02/15/2024 21:02,0,Visa,Jaipur,POS,42,Malware
240,759403,2008,14183.442,03/19/2024 23:24,1,MasterCard,Surat,Digital,59,Malware
,219575,2074,529.02,12/15/2023 14:16,0,MasterCard,Pune,Digital,,Malware
290,420910,2064,7748.22,10/30/2023 18:40,,MasterCard,Bangalore,,18,Payment card fraud
428,765424,2033,10087.236,01-07-2024 18:12,0,Rupay,Mumbai,POS,59,Payment card fraud
844,146818,2071,6737.805,03/22/2024 00:27,,Visa,Bangalore,POS,33,Payment card fraud
84,800196,2090,10079.91,10/14/2023 23:36,0,MasterCard,Pune,Digital,45,Payment card fraud
923,428165,2099,6909.133,11-11-2023 11:26,0,MasterCard,Chennai,POS,37,phishing
372,893855,2031,11499.396,01/20/2024 12:00,0,Visa,Mumbai,Digital,58,phishing
56,256626,2053,,09/19/2023 09:04,1,Visa,Chennai,POS,50,phishing
8,266812,2094,9396.354,09-08-2023 01:13,0,,Mumbai,POS,49,Payment card fraud
,360508,2016,11409.336,01/28/2024 20:15,0,MasterCard,Chennai,Digital,20,scam
160,876496,2054,4448.364,10/13/2023 11:45,0,Rupay,Hyderabad,POS,43,Identity theft
848,,2083,9170.52,10/25/2023 06:34,1,Visa,Mumbai,POS,30,Identity theft
461,860573,2024,6586.7,02-04-2024 11:28,1,Rupay,Hyderabad,Digital,59,Malware
943,588141,2093,,10/24/2023 03:55,1,,,Digital,52,Payment card fraud
824,520293,2065,5362.98,10/16/2023 08:37,0,MasterCard,Surat,Digital,52,
93,370479,2024,8072.235,11/19/2023 23:33,0,Visa,Surat,POS,46,phishing
355,891200,2007,11902.212,10-12-2023 22:10,1,Visa,Ahmedabad,Digital,18,Malware
728,577563,2063,8930.61,11/19/2023 19:14,0,Visa,Jaipur,POS,19,Malware
214,159754,2010,7614.88,01/23/2024 20:14,,Visa,Mumbai,,58,Malware
75,168286,2034,8948.148,01-12-2024 00:44,0,MasterCard,Mumbai,POS,62,Payment card fraud
630,585823,2087,4739.31,03/17/2024 12:19,1,,Hyderabad,Digital,63,Payment card fraud
1167,309988,2042,10737.474,12/24/2023 07:54,0,Visa,Delhi,POS,59,Identity theft
569,149447,2057,6974.2,,1,Rupay,Delhi,POS,28,Payment card fraud
216,836425,2066,5913.974,10-09-2023 06:19,0,Visa,Chennai,Digital,46,
1026,239251,2052,7955.43,01-01-2024 22:18,1,MasterCard,Chennai,Digital,54,Payment card fraud
716,481377,2005,1180.656,09-07-2023 06:53,0,Rupay,,POS,48,scam
333,173749,2034,2027.892,11/13/2023 20:38,1,,Mumbai,Digital,54,scam
240,759403,2008,14183.442,03/19/2024 23:24,1,MasterCard,Surat,Digital,59,Malware
987,448216,2004,1665.156,01/27/2024 11:31,0,Rupay,,Digital,57,phishing
63,652304,2039,1386.363,10/16/2023 04:09,0,MasterCard,Kolkata,POS,47,Identity theft
942,577963,2099,1484.989,01/17/2024 12:50,1,Visa,Kolkata,,29,scam
834,345926,2066,4157.424,02/13/2024 14:39,1,,Ahmedabad,Digital,37,Malware
285,879478,2061,3850.3,,0,Visa,,Digital,39,scam
600,898876,2004,7207.57,09/16/2023 14:13,0,Rupay,Chennai,Digital,45,scam
,904905,2024,2692.55,01/26/2024 10:33,0,MasterCard,Surat,Digital,22,Identity theft
1135,398719,2098,,09/16/2023 04:31,0,Rupay,Hyderabad,Digital,51,scam
572,719622,2039,8578.93,12/23/2023 07:06,0,MasterCard,Chennai,POS,36,phishing
449,863377,2004,4855.54,10/16/2023 12:43,0,Rupay,Chennai,Digital,66,scam
309,847283,2068,7378.5,02-03-2024 12:56,0,MasterCard,Hyderabad,POS,43,phishing
45,928927,2077,,11/14/2023 06:18,1,Rupay,Hyderabad,Digital,24,Payment card fraud
529,692974,2055,6929.16,10-01-2023 23:45,1,,Chennai,Digital,23,Malware
705,464821,2026,2676.443,11/22/2023 10:27,,Rupay,Mumbai,Digital,65,Identity theft
366,170291,2011,5564.55,11/27/2023 17:45,0,Visa,Bangalore,Digital,21,scam
1134,964122,2010,11098.56,11-11-2023 01:35,1,MasterCard,Chennai,,55,scam
927,363549,2035,9690.043,09-01-2023 07:38,1,Rupay,Ahmedabad,Digital,27,Identity theft
523,585275,2088,4147.07,03/13/2024 07:18,0,MasterCard,Kolkata,POS,,phishing
1070,423296,2090,84.711,10/29/2023 05:19,1,Visa,,Digital,60,scam
104,108252,2027,17865.378,11/14/2023 00:52,1,Rupay,Kolkata,Digital,,Malware
,944935,2012,4125.81,09-03-2023 09:49,1,MasterCard,Jaipur,Digital,53,scam
,279243,,3473.724,01/26/2024 09:27,0,Rupay,Delhi,Digital,27,scam
262,612586,2016,,01/18/2024 18:22,,Visa,Ahmedabad,POS,40,Identity theft
568,606762,2092,1945.98,11-04-2023 14:30,0,,Ahmedabad,Digital,22,scam
498,472721,2056,5599.356,02-04-2024 11:39,1,Rupay,Jaipur,Digital,63,scam
299,840028,2010,8242.663,12-03-2023 10:05,0,MasterCard,Kolkata,Digital,33,
277,,,12631.5915,02/19/2024 03:42,1,Rupay,Bangalore,POS,62,Identity theft
751,839727,2063,3365.16,01-02-2024 09:58,0,MasterCard,,Digital,23,phishing
89,588414,2058,11494.044,02-03-2024 06:15,0,MasterCard,Ahmedabad,POS,65,Identity theft
965,703959,,,09-09-2023 11:01,0,MasterCard,Delhi,Digital,,Payment card fraud
275,914903,2097,1697.916,12/25/2023 04:36,0,Rupay,Chennai,Digital,18,
1117,618009,2084,3718.64,09/16/2023 08:37,1,MasterCard,Surat,Digital,47,Payment card fraud
434,532624,2095,4054.068,09/23/2023 17:10,,Visa,Bangalore,Digital,35,scam
212,715145,2068,240.96,10-05-2023 11:12,1,Rupay,Ahmedabad,Digital,24,Identity theft
144,786553,,2131.884,01-07-2024 19:34,1,Visa,,Digital,38,Payment card fraud
136,487524,2018,4220.92,02-07-2024 20:21,0,,Hyderabad,,19,scam
893,127908,2073,10517.529,09/27/2023 22:52,1,MasterCard,Surat,POS,42,Malware
961,985889,,5443.504,01/14/2024 20:04,0,Visa,Kolkata,Digital,55,Identity theft
1080,610379,,5274.8685,11-07-2023 03:44,1,Visa,Mumbai,POS,40,Payment card fraud
1155,522188,2097,4887.216,01/24/2024 08:23,1,,Delhi,Digital,59,
475,483215,2042,7351.995,01-08-2024 05:58,1,MasterCard,Kolkata,Digital,61,phishing
133,,2029,10240.362,03/23/2024 07:22,0,Rupay,Mumbai,Digital,27,phishing
1041,117959,2037,10597.521,09/29/2023 01:09,0,MasterCard,Pune,Digital,40,phishing
581,236782,2079,1563.44,11/26/2023 10:38,0,Rupay,Pune,,59,scam
,618535,2063,1383.569,09/17/2023 12:29,0,Rupay,Mumbai,,62,scam
53,105140,2020,4072.97,10-10-2023 12:28,0,Rupay,Pune,POS,61,Identity theft
981,652491,2073,11121.012,11/21/2023 21:07,0,,Mumbai,Digital,48,
421,610825,2032,9334.48,02/19/2024 09:16,0,Rupay,Jaipur,POS,59,scam
755,179453,2059,3001.755,11-05-2023 01:54,,MasterCard,Chennai,Digital,62,Payment card fraud
741,250694,2092,6026.48,01/24/2024 07:14,1,,Jaipur,Digital,43,scam
932,318006,2011,4777.944,01-05-2024 09:32,0,Visa,Delhi,POS,33,Payment card fraud
161,302810,2091,1092.465,01/23/2024 05:52,0,,Jaipur,,25,phishing
1030,629666,2088,4464.449,12/25/2023 14:14,0,,Pune,POS,60,Malware
129,704382,2028,5993.748,10-06-2023 13:55,,MasterCard,Pune,Digital,68,
857,902844,2021,1710.26,03/20/2024 09:48,1,Visa,Chennai,Digital,64,scam
652,858579,2090,10462.176,10/24/2023 09:08,0,Visa,Ahmedabad,Digital,39,Payment card fraud
1196,460104,2001,8235.777,10-05-2023 15:05,,MasterCard,Surat,POS,,
113,119439,2091,14884.866,,,Visa,Delhi,POS,53,Malware
953,357278,2040,9506.53,01/14/2024 22:31,1,Rupay,Pune,Digital,23,Identity theft
361,540825,2069,,11/18/2023 14:10,0,Visa,Hyderabad,Digital,62,phishing
812,113231,2039,6802.77,02-04-2024 11:11,0,Visa,Hyderabad,,58,scam
267,539639,2085,8865.852,11/13/2023 13:02,0,,Jaipur,Digital,37,Payment card fraud
1119,684672,,942.0345,02/21/2024 02:10,1,Visa,,Digital,31,Identity theft
787,712282,2037,7154.62,01-01-2024 07:38,1,Rupay,Surat,Digital,,Payment card fraud
1149,165965,2027,5732.985,12/31/2023 01:39,1,MasterCard,Surat,POS,24,Malware
139,395601,,12103.44,12/18/2023 04:29,1,Rupay,Hyderabad,Digital,48,scam
62,108281,2054,4166.85,03/18/2024 23:20,0,MasterCard,Pune,Digital,19,scam
936,782125,,2547.721,03/30/2024 13:03,0,Visa,Hyderabad,Digital,33,
391,800613,2081,975.26,03/24/2024 11:38,0,Visa,Mumbai,POS,31,scam
720,670174,2002,15832.512,02/17/2024 04:07,1,Rupay,Mumbai,POS,33,
884,677661,2017,429.612,,1,Rupay,Hyderabad,Digital,,Payment card fraud
641,284510,2059,8378.56,10/18/2023 21:43,1,Rupay,Bangalore,Digital,34,phishing
,172610,2000,13862.343,02/21/2024 23:42,1,MasterCard,Hyderabad,Digital,69,Identity theft
400,105287,2030,7458.946,02-08-2024 20:17,,MasterCard,Surat,,,Malware
,688571,2097,3618.744,,0,Rupay,Hyderabad,Digital,,phishing
961,985889,,5443.504,01/14/2024 20:04,0,Visa,Kolkata,Digital,55,Identity theft
532,139326,2028,3696.426,02-11-2024 05:36,0,Rupay,Delhi,POS,20,scam
173,671201,2071,3299.37,01/18/2024 05:00,1,Rupay,Delhi,Digital,33,Identity theft
1086,175489,2091,8689.868,12-06-2023 06:21,,Visa,Chennai,Digital,25,Malware
889,832041,2055,5534.76,02/19/2024 11:48,0,MasterCard,Pune,Digital,31,scam
385,695642,2008,4571.149,03/24/2024 10:40,1,Rupay,Hyderabad,POS,,Malware
607,358223,2031,,11/15/2023 11:30,0,MasterCard,Chennai,Digital,30,
981,652491,2073,11121.012,11/21/2023 21:07,0,,Mumbai,Digital,48,
642,625314,2078,4243.2,11-04-2023 00:34,0,Rupay,Surat,Digital,46,Identity theft
1006,841007,2005,7262.728,12-02-2023 20:57,,Visa,Surat,Digital,39,scam
205,800623,2035,5004.708,12-09-2023 22:32,1,Rupay,Chennai,Digital,46,
23,115377,2089,4139.73,11/17/2023 06:42,,MasterCard,Surat,Digital,,phishing
143,460715,2093,4871.58,01-08-2024 10:09,0,Visa,Kolkata,Digital,53,Payment card fraud
409,756370,2039,8509.716,11-10-2023 10:37,1,Visa,Kolkata,POS,54,phishing
1199,119732,2003,14370.015,01/27/2024 23:25,0,MasterCard,Chennai,POS,24,Malware
199,881954,2006,4718.483,09/27/2023 18:49,,,Kolkata,POS,65,Malware
823,340926,2021,711.12,12-08-2023 15:21,0,,Jaipur,Digital,68,Identity theft
1177,144955,2014,5203.71,02/20/2024 10:38,0,Visa,Jaipur,POS,47,Malware
164,967047,2006,11559.6,12/14/2023 09:59,1,Rupay,Ahmedabad,Digital,33,Malware
1082,730171,2047,3997.763,10/15/2023 18:26,0,Rupay,Bangalore,Digital,22,Payment card fraud
160,876496,2054,4448.364,10/13/2023 11:45,0,Rupay,Hyderabad,POS,43,Identity theft
783,736551,,4771.236,02/17/2024 21:30,0,Visa,Surat,,54,Identity theft
990,757903,2042,9664.98,11/28/2023 08:15,0,Visa,Chennai,POS,41,phishing
945,490465,2041,8747.64,,0,Visa,Kolkata,Digital,38,Malware
623,757463,2045,5268.03,03-04-2024 01:05,0,Visa,Pune,Digital,65,Identity theft
20,935897,2071,2319.39,09-06-2023 20:03,0,MasterCard,Pune,Digital,,Malware
866,560469,2086,5674.3665,10-11-2023 02:09,0,Visa,Mumbai,Digital,65,phishing
26,491228,2089,3566.54,02-11-2024 12:43,0,Visa,Ahmedabad,POS,19,scam
35,494874,2099,4545.09,02/14/2024 19:57,,MasterCard,Delhi,POS,66,Malware
151,826491,2054,8627.04,10/25/2023 20:05,,Rupay,Delhi,POS,,Identity theft
1185,469767,2067,341.724,02/24/2024 15:30,0,MasterCard,Ahmedabad,Digital,,phishing
324,437589,2039,8427.89,01-08-2024 10:45,0,Visa,Hyderabad,Digital,27,Identity theft
954,606293,2061,7089.456,01-10-2024 14:31,0,Visa,Surat,POS,41,scam
353,405436,2087,2754.895,10-04-2023 10:51,0,Rupay,Bangalore,Digital,33,Malware
175,144823,2066,7823.4,09/26/2023 20:03,0,MasterCard,Kolkata,Digital,38,Identity theft
730,875956,2023,10962.972,09/19/2023 05:35,1,Visa,Ahmedabad,,48,scam
605,250585,2041,12883.29,12-04-2023 00:31,0,MasterCard,Jaipur,Digital,39,Malware
612,938489,2081,4619.69,11/17/2023 14:13,0,Visa,Jaipur,POS,50,scam
1083,591228,,4521.6765,01/15/2024 03:04,0,Rupay,Ahmedabad,Digital,21,Malware
,808232,2020,13420.8,12-08-2023 01:37,1,MasterCard,Delhi,Digital,58,Identity theft
591,182584,2088,7365.38,12-08-2023 07:40,0,MasterCard,Mumbai,Digital,33,
873,593260,2099,2218.03,02-11-2024 16:53,1,,Ahmedabad,Digital,58,Identity theft
1087,705153,2065,9816.543,09/23/2023 08:42,1,Rupay,Bangalore,Digital,26,Malware
816,531198,2096,7017.076,02/15/2024 07:07,0,MasterCard,Pune,Digital,68,Malware
284,756791,2091,6265.4,12-08-2023 08:15,0,MasterCard,Ahmedabad,Digital,41,scam
456,525829,2029,7666.85,02/17/2024 09:57,1,Rupay,Kolkata,Digital,68,phishing
505,,2053,3820.68,11/22/2023 05:36,0,Rupay,Hyderabad,Digital,52,Payment card fraud
527,272584,2097,5149.4,11/17/2023 17:59,0,Visa,Mumbai,Digital,47,scam
862,586471,2013,1745.557,03/19/2024 08:28,0,Rupay,Hyderabad,Digital,,Payment card fraud
948,679206,2077,16997.796,09/24/2023 04:24,0,Visa,Chennai,POS,53,
403,290199,2059,8259.24,10/20/2023 08:33,1,MasterCard,,Digital,68,Identity theft
,135205,2064,736.13,02/25/2024 22:14,0,MasterCard,Delhi,POS,37,phishing
164,967047,2006,11559.6,12/14/2023 09:59,1,Rupay,Ahmedabad,Digital,33,Malware
434,532624,2095,4054.068,09/23/2023 17:10,,Visa,Bangalore,Digital,35,scam
1018,770833,,8091.94,12/29/2023 06:46,,MasterCard,Jaipur,Digital,47,Payment card fraud
218,682781,2011,,11/23/2023 06:11,0,MasterCard,Jaipur,POS,55,Identity theft
389,268831,2086,3945.876,09/15/2023 14:34,0,MasterCard,Pune,POS,26,phishing
1125,128157,2059,6590.67,02-07-2024 08:14,1,,Mumbai,Digital,23,Malware
489,190650,2003,940.4505,11/23/2023 00:18,0,Visa,Hyderabad,POS,29,Payment card fraud
215,791161,2001,1414.24,11/19/2023 13:43,1,MasterCard,Pune,POS,57,Malware
1182,479678,2018,7778.712,09-05-2023 14:27,1,,Delhi,Digital,54,scam
508,224601,2048,5257.74,11-02-2023 16:05,1,Rupay,,POS,19,Malware
542,957863,2024,3639.03,12/13/2023 02:35,0,Rupay,,Digital,19,Malware
551,,2004,5503.553,01-12-2024 07:41,0,Rupay,Pune,Digital,69,Malware
591,182584,2088,7365.38,12-08-2023 07:40,0,MasterCard,Mumbai,Digital,33,
505,,2053,3820.68,11/22/2023 05:36,0,Rupay,Hyderabad,Digital,52,Payment card fraud
823,340926,2021,711.12,12-08-2023 15:21,0,,Jaipur,Digital,68,Identity theft
299,840028,2010,8242.663,12-03-2023 10:05,0,MasterCard,Kolkata,Digital,33,
833,860146,2060,5608.49,11-06-2023 20:25,0,,Bangalore,Digital,20,Identity theft
1093,744463,2040,8263.008,02-03-2024 17:43,0,Rupay,Hyderabad,Digital,50,Payment card fraud
557,978607,2059,11575.848,02/25/2024 07:58,0,MasterCard,Jaipur,Digital,,Payment card fraud
1126,187280,2092,8548.56,10-12-2023 04:05,0,Visa,Hyderabad,Digital,68,Identity theft
74,623148,2040,3563.16,12/18/2023 03:52,1,MasterCard,Jaipur,POS,47,scam
947,423284,2013,,12/31/2023 23:15,0,Rupay,,Digital,60,scam
81,961549,2001,6711.4,,1,Visa,Kolkata,POS,55,phishing
1060,744219,2089,2648.916,12/16/2023 02:41,0,Rupay,Chennai,Digital,29,scam
,525018,2020,,11/28/2023 18:01,1,MasterCard,Pune,,,Malware
,371258,2091,2206.56,11-08-2023 17:28,,Visa,Surat,Digital,64,phishing
626,820628,2094,9793.38,10/18/2023 04:25,1,Rupay,Mumbai,Digital,55,Identity theft
420,251750,2081,9983.56,03/26/2024 08:08,,MasterCard,Mumbai,POS,,Identity theft
866,560469,2086,5674.3665,10-11-2023 02:09,0,Visa,Mumbai,Digital,65,phishing
848,,2083,9170.52,10/25/2023 06:34,1,Visa,Mumbai,POS,30,Identity theft
16,441188,2010,10468.106,02/14/2024 06:29,0,MasterCard,Jaipur,,56,Identity theft
,525018,2020,,11/28/2023 18:01,1,MasterCard,Pune,,,Malware
479,287850,2062,1579.039,11/27/2023 12:31,0,Visa,Bangalore,POS,22,phishing
579,476443,2087,13417.8,11-07-2023 23:14,0,MasterCard,Mumbai,,36,Identity theft
931,674862,2057,2053.06,12/17/2023 17:00,0,MasterCard,Kolkata,Digital,44,phishing
634,475349,2029,11183.6505,09/26/2023 01:54,0,Visa,Ahmedabad,Digital,41,Identity theft
990,757903,2042,9664.98,11/28/2023 08:15,0,Visa,Chennai,POS,41,phishing
381,939076,2006,8681.532,01/18/2024 07:39,0,Visa,Ahmedabad,Digital,,Payment card fraud
1171,717656,2046,9697.44,01/29/2024 11:49,1,Rupay,Kolkata,Digital,,scam
533,721021,2008,2885.608,11-05-2023 13:50,,,Mumbai,POS,43,scam
297,998799,2010,6038.72,02-03-2024 10:57,1,Rupay,Kolkata,POS,33,scam
309,847283,2068,7378.5,02-03-2024 12:56,0,MasterCard,Hyderabad,POS,43,phishing
408,232219,2042,9431.664,01-09-2024 13:58,1,Rupay,Surat,Digital,36,Payment card fraud
531,169290,2091,8660.817,10/26/2023 15:13,,Rupay,Surat,,30,scam
848,,2083,9170.52,10/25/2023 06:34,1,Visa,Mumbai,POS,30,Identity theft
180,116785,2033,628.73,11/29/2023 20:54,1,Visa,Ahmedabad,Digital,,Identity theft
1055,137693,2085,7869.213,09-03-2023 18:50,1,Visa,Delhi,POS,52,Malware
435,692444,2098,372.792,02/22/2024 10:34,,MasterCard,Kolkata,,,phishing
767,537526,2008,6316.068,12-06-2023 16:21,0,Rupay,Kolkata,POS,47,phishing
337,940048,2093,2391.884,12-11-2023 21:50,1,Rupay,Surat,,,Malware
400,105287,2030,7458.946,02-08-2024 20:17,,MasterCard,Surat,,,Malware
961,985889,,5443.504,01/14/2024 20:04,0,Visa,Kolkata,Digital,55,Identity theft
1140,,2045,14697.606,01/21/2024 02:33,1,Rupay,Pune,Digital,39,phishing
362,983828,2071,6796.966,,1,Rupay,Kolkata,Digital,69,Payment card fraud
920,139864,2095,6990.78,01-05-2024 09:10,1,MasterCard,Chennai,Digital,52,phishing
537,957824,2075,9392.202,11/20/2023 02:55,0,MasterCard,Surat,POS,66,Identity theft
513,706853,2034,,10-12-2023 19:06,0,Rupay,Chennai,POS,64,phishing
505,,2053,3820.68,11/22/2023 05:36,0,Rupay,Hyderabad,Digital,52,Payment card fraud
1023,384707,2077,4546.02,03/27/2024 03:33,0,Rupay,Mumbai,POS,48,Payment card fraud
177,490672,2096,990.645,10/16/2023 02:08,1,Visa,Ahmedabad,Digital,44,Malware
977,172127,2009,10608.564,11-06-2023 21:36,0,Visa,Bangalore,,24,phishing
473,228371,2036,,,0,Rupay,Bangalore,Digital,54,Payment card fraud
1,684415,2028,1262.77,11/24/2023 22:39,0,Rupay,Bangalore,,28,Identity theft
417,762317,2085,2469.599,,1,Rupay,Pune,Digital,29,scam
425,545462,2054,9440.676,12-01-2023 10:18,0,Visa,Hyderabad,Digital,34,Malware
850,733390,2006,3222.72,,0,Visa,Chennai,Digital,59,scam
84,800196,2090,10079.91,10/14/2023 23:36,0,MasterCard,Pune,Digital,45,Payment card fraud
438,340989,2028,3320.46,03/14/2024 15:50,1,MasterCard,Pune,POS,31,Malware
802,811090,2045,4589.55,09-03-2023 12:59,1,Visa,Hyderabad,Digital,46,Malware
1007,574822,2060,9207.42,10-02-2023 06:04,0,Rupay,Jaipur,Digital,36,Malware
644,439695,2036,7652.48,03/14/2024 14:10,1,Visa,Bangalore,Digital,31,Identity theft
50,760284,2022,,,1,Rupay,Delhi,Digital,32,Payment card fraud
89,588414,2058,11494.044,02-03-2024 06:15,0,MasterCard,Ahmedabad,POS,65,Identity theft
